"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"66","QmTijH9q36w7aq87DxAuV51AnG3CNEqjJPG5TxgLt6hUXx",276,185.897959183673,39623492.122449,59052.2448979592,142391248,3.82416681632653
"67","QmTjoNt6Mm626eRAYo3hAUaNXoLBSvwK3L89gzGf1skHDW",282,186.489795918367,38543685.9387755,62539.1224489796,143189306,4.69426485714286
"68","QmTU3v73wkk9QXaV1j4yxcc8LWzPHk92BuZ1WEXp6R65ar",6785,725.551020408163,65545667.6734694,61783.7959183673,153171174,506.772394938775
"69","QmTvFEaMYforhiq8cgmkQvQFmWZK7M9bvTCXxpPA6Rmbxr",326,237.244897959184,38990798.7142857,57440.5102040816,193500109,4.69654973469388
"70","QmU5E4bPPL2XFkyjDtYkNgtcDi2wXANB4b4iGKyXpyt2UX",327,231.571428571429,36930820.2857143,60229.4489795918,191753001,2.82737783673469
"71","QmUhS6JGn6bjcJ2nFEmEpbsDkRBFjmp9RbdAwivGvfRuzb",275,184.69387755102,39410752.5918367,58961.3469387755,142782500,2.4416636122449
"72","QmUiSGT1qYr9mKTtK3Lq8L3UN8iDixBtUa6mr5xGNgW1QQ",233,146.142857142857,34966174.7346939,56757.6734693878,108926850,2.19307473469387
"73","QmV2ym7w71DkC4rAm9X4Ar4UWfhsTBZWjvAajDgdYobufH",294,226.795918367347,36824898.8367347,62869.8979591837,184790621,5.11752863265306
"74","QmVrT6aYPAXJ4FsxoY2f6himpn5MLBzQVvGpWv1pRHV3RR",278,185.755102040816,38289729.5102041,58828.2244897959,143158869,4.24767530612245
"75","QmVzAz48DpmXcJ5ftHw6HF5pHTjfA5Z8LJRYQ46EpiispT",330,237.959183673469,38986327.1632653,59972.1836734694,193592185,5.32069932653062
"76","QmVZeZUDwfjTVTUb1MvjBuzha8m5RvJ9B1us6dZPwCrSbb",247,182.204081632653,34859285.5714286,57562.612244898,143127006,4.16022744897959
"77","QmVzmpqW4fbmiQhUjavZLgtDb2W8n1qpzWFJt9JTw3B7Qe",262,177.34693877551,38626792.7959184,54266.1632653061,134765342,3.90053781632653
"78","QmW67hz6XimbvYuQPKmDDzhNcSVaRN3vcNrHzQBPDyjvwE",273,194.408163265306,39037534.244898,58478.4489795918,151765161,3.54698957142857
"79","QmWhEtUmNHwgidHe3qHeuw6NBWZE5KbDwu3Cd1axFjG3mF",318,227.34693877551,37975616.0816327,60570.5102040816,184586358,4.72439418367347
"80","QmWvEiGD5pnmcKAJrey96fZ7BGn8Dd8PGjosTAaDN9u2WH",253,166.34693877551,36130476.2857143,71358.4693877551,126675911,3.46919302040816
"81","QmXC1TDew1fbFZJu57zoBNryLa6z1jm9eu8zCQaiGmC1FC",252,169.204081632653,39025547.1836735,60463.7755102041,126295006,3.82306467346939
"82","QmXgEYnd4NLDb6yJyxF5JwPhzYYc7Z3NFrNG4kMKJ8Sx2q",7913,1088.59183673469,48121963.4081633,62784.5714285714,126486369,913.920719755102
"83","QmXGi4k3si5ooem87DwjQDDa6jtTpknJyW5ajfjiMwL5BX",233,164.183673469388,36124259.7755102,60001.9591836735,125257231,2.74218073469388
"84","QmXhhXo5XNJV87kpafdshTET7owk3K6GTap7EPmPhRyNUp",315,230.918367346939,41325539.5102041,57077.5918367347,184587793,4.94795724489796
"85","QmXtHt7HsRJxM9YxGvnboC62VmUgfpAiiAWXKfcwYjRf28",268,189.183673469388,40473906.1836735,58915.3265306122,142987204,5.66364795918367
"86","QmXVdkd7SHc5ubTFJCA6xEPMGrPMJPLrJ62HbQWBbJ4qsL",282,185.857142857143,40015482.1632653,57396.6734693878,143568122,2.21614202040817
"87","QmY4xK8xV9YWdDY6pKaFJ2fHBZpDxhqjZA8YffhxbDjdFZ",254,169.734693877551,40200065.4081633,57457.306122449,126682852,2.7943191632653
"88","QmYJ7Eu4cCCC7HWYWnPNLM2BiL6xxG2CuWo2QKSseFBBfT",3156,309.65306122449,68969538.0204082,60716.612244898,143301513,97.3212935918367
"89","QmYjLrPZDshwYi1QUNft7YvnmV7V56UBpTcbT6JFQDXUU2",262,176.571428571429,37807522.9387755,57691,134362410,4.34380463265306
"90","QmYkjnxsEi9LQwcmrkGpjiyiDPfsgji4p9UvgyivcKTGXt",313,228.877551020408,39164726.3877551,103873.612244898,185091707,4.51724402040816
"91","QmYMxegxTn25ev4oPK8bWXREYgS8otP7ECMpQpJpjEzSGj",292,195.102040816327,38339212.5714286,63241.1632653061,151495452,5.20413508163266
"92","QmYTxLKJ8M6kub875s6U8t4TE1f4H5oD3MvrPxfaHpYpWg",358,209.061224489796,39957688.6530612,59367.0816326531,164650320,4.39384875510204
"93","QmYuU3D4jVFeotV2jCfb74Au5UT6rzyLvCwqC9pwzrXvwD",320,224.795918367347,38211191.4081633,62740.4693877551,181531046,4.99094048979592
"94","QmYxusHPiHWzWLxznenHuSrTCuo4yymyKanBfJV7yzWokp",272,192.897959183673,38812809.2244898,56188.5510204082,150776328,3.25263340816327
"95","QmYYkYmenPtyS9bwoVkQWdBPdJbUVQdBqWkyAtErHYPCHB",301,225.367346938776,37961116.2857143,58402.1224489796,184430850,2.91697853061225
"96","QmZJLeX6h2dfBGWTKtdZjm9ipsx3NRnjJdrPpDXfG6DfQe",243,165.061224489796,34815986.2857143,61379.306122449,126178763,4.00509589795919
"97","QmZNCfA88Wy7xeZ4Mw6nCBW8TjYWd68dmWrPL72rijivzX",290,194.224489795918,37879787.3061225,63559.3265306122,151420767,4.8603761632653
"98","QmZQpcKPh1iYhVVHSpr6DJJVuLYg1QHDBqMrMk6E9Pyxsz",321,236.448979591837,37510214.3265306,57344.8163265306,193353531,5.52788944897959
"99","QmZXnRNPkp2gFDV7V24bK5QQcUA9qWNW43S4nBRjUvyUTW",271,175.551020408163,37542682.4693878,58922.4693877551,133977359,3.97205646938776
"100","QmZzBnQyipXW1iHQj9UQFTAndpnmjyjfT4arhj8TSWgAYx",249,160.408163265306,36941055.1632653,60147.2040816327,118339684,5.06727689795918
"1","QmagMumnXRXRzeGfdin3eyTw1oQwS2etCwE6qxTtGG7HGm",294,202.244897959184,37523115.8979592,59916.6734693878,168218588,-3.5567226122449
"2","QmagUtsDWwNbaPAFbE6LhQty1QWf4uhkeRnEBPuPGHx1DV",242,169.102040816327,36710766.0204082,59171.5306122449,132142858,0.189245265306123
"3","QmahxgYoW2ysh5xmn5kAv3ckRtBZVhYaquDFPGebhFoeNa",330,239.714285714286,36720038.0204082,59758.0816326531,201275724,1.6587656122449
"4","Qmam7qVmRjmho8aCQe67oQu62PDxLgUXxdM9EJZ11GH2Zq",303,193.673469387755,37513085.4489796,62329.3265306122,159345712,-3.2476573877551
"5","QmarTCoenZP8W1Zy6dfNVcqReNqrAPwDjrMFWKabWYGzTX",255,172.714285714286,36682464.6122449,60297.7551020408,135865132,0.106391346938775
"6","QmaRXECGvdjuwSgh4MiXvskpuZGEPQugs7bpcWz19hp2GG",11923,3023.18367346939,198631366.510204,69276.2040816326,122427302,2702.0557287551
"7","QmasaGLB351LLoG8bfdqrWU7HttxcPMJVmSaszcK6cXEh2",288,212.142857142857,36730954.4285714,61274.0204081633,176487297,-1.13666830612245
"8","QmaULPD3ugA2qaqcV6irQgyEeGAmdzSHQCqW5AG6qtEer3",254,164.265306122449,36374690.5918367,61110.9183673469,125667601,2.1619036122449
"9","QmazAXduJYyN4qjVTUN4D7bLF4tCsyYkoH7C6fGUMRhJng",266,149.081632653061,37161594.2040816,56935.2244897959,109391662,2.4714412244898
"10","Qmb44FuoAv8gv4wdvtDsWCJEwJftgAJTeg2Vwz2KgncD1S",281,208.897959183673,35733025.1020408,63360.7346938776,175658392,-2.55681865306122
"11","QmbCGPbqfofN157sWxJu59AUjcRh15NRZRJSWo5md3LQns",262,173.142857142857,38468056.2653061,59802.5510204082,134240434,0.374564326530612
"12","QmboNwoimJaEoTJ2Yi2gGYT7LfNkX521gTxXHXaxVabWj3",278,191.326530612245,38324146.5714286,58976.1020408163,151775034,1.16837393877551
"13","QmbPru6c4VMRNHgjM5BHGBRxnL33C51qpMYGzE9ehofprn",263,178.857142857143,41311922.1428571,60937.4489795918,135874127,1.61015626530612
"14","QmbwMttAEra6XuSYRd4R3EbiSdyfwafShfPhYScKPtWsnM",348,269.122448979592,37886893.3061225,64710.5102040816,228649237,2.5216081632653
"15","QmcEipn3qnEVFNxQc7S8JoNnfABqmc6sFdfosLdBFpzwzz",271,182,37900298.5510204,62093.1836734694,142060347,1.97726126530613
"16","Qmcq94ZH898doTirVGk86HUuxBZtEWHSLZ2qSKKNBL4ikc",274,154.571428571429,39587351.8163265,59049.612244898,118362904,-3.43787685714286
"17","QmcwNyqnB2G99uVmpaJPyhjQh1H4YzVF8uMg3sSCM7zFhb",2635,304.040816326531,62294391.4693878,80952.4897959184,167832051,73.8334213673469
"18","Qmd4SHd3mC5mW7CjWq2JvjZFuxk5YkrtJYEz7FQ5Xni6pW",307,226.469387755102,36061291.6938775,61634.9795918367,193013355,-2.66689391836735
"19","Qmd7bcdqMitLyoxecNA9uNcVbmS9S7asAjmC1vKhhSmDef",254,166.877551020408,39780835.1428571,60428.8163265306,126481446,0.554841061224493
"20","Qmd9QTtVahhD1LjZ8to9vAaKevjVMsNbZ4rDR3FLCKTeNq",234,156.571428571429,36836451.6938775,64799.8367346939,123069540,-3.39936295918367
"21","QmdbTHK3zi7E7PS4fmRjYXB5xKyxzCjZTMjtmhcH2L1G1W",6234,824.795918367347,31369704.3673469,59988.1428571429,143173682,650.192543857143
"22","QmdMiKhwTc1JHEaaEKxLmxPmJbDhNmmbBKwEAbjd9W6i2h",259,170.326530612245,36896413.1428571,60311.2857142857,134306595,-0.93678881632653
"23","QmdnNdWixYWJYyLH7fShQZFfBnWPmuDM58FCwn6uyJqAnp",273,171.69387755102,36879452.7142857,64799.612244898,137222820,-2.4731947755102
"24","QmdR8uc2eX5hGdzEN8ENsf9mkbYjt63u95qgpcV2i8ESsf",272,156.489795918367,36552339.0612245,60036.5102040816,117823937,2.05348334693878
"25","Qme2687pi3LELCiT51Dg27sWmczmFbPizUtEy8otLtBhSp",263,168.204081632653,39851386.755102,63390.8367346939,126239684,2.04962004081633
"26","Qme4g51EA7FtM1yc7vyy1aoEbDRyvRP8FzqA3QxHydYgtP",263,187.061224489796,36460419.122449,60993.612244898,150064486,0.475325755102039
"27","QmecR4CVCzjonFzMCgjtUmjoc9DGtxgKJNastXBQj1pCGx",269,187.877551020408,38696703.2244898,59837.387755102,151022895,-1.90188459183673
"28","QmeEq4uHQ6LYWziVwjisCaH3AMkHWXrCPooHUdcHFR7voE",317,228.061224489796,37869915.0816327,64759.6326530612,193287293,-3.1607432244898
"29","QmemYXUDkrc31ghLnYWysrQRT9nAqNUbDtpBrbJDiWG7yo",345,255.285714285714,37380749.4693878,57304.7551020408,218006755,-0.159094938775511
"30","QmeRkeLHsGv8Pkzwxnmmk1e964yCijdkxTaimx5Yi8bMGf",303,199.163265306122,39328206.7959184,64345.5510204082,162890073,-3.11936004081633
"31","Qmey8v9sqFDK9P7BCdDvYLo4w5coQZbU8RV3D4W83qfnTy",278,189.755102040816,38899644.122449,61974.6326530612,151114862,-0.321378714285715
"32","Qmf6cAHHNZF52SXBSaBACd7evcxgXGVgxpXwPzGQqnevQy",550,192.897959183673,39342233.1632653,65692.5102040816,152292183,1.19785051020408
"33","Qmf8qoyJuh2fXLYfY4U6T4F9dLfidoFuDR3vyZfaWkpoXz",341,243.69387755102,39963790.9591837,62297.1224489796,201797520,1.87026946938776
"34","QmfDmWxXFFTc2cf7vyHuT7Eo2oDHw85vzK1LTLR4gKtjJM",298,208.959183673469,38514227.9387755,59630.3469387755,168178183,2.20714238775511
"35","QmNgVoVNdLeVPFWy5QvPfrNqFAVqD21pXdK1Q3Ka4PBHNH",310,187.183673469388,38191082.244898,61901.5918367347,151651005,-2.72031536734694
"36","QmNStopCWGVsDRTE3Zcu1ocEeFK9Gepf1qgPZHvV34ux1z",230,160.612244897959,34317508.8979592,59833.5918367347,126352031,-0.117128591836737
"37","QmNWUUKrcnyUMf1rLtTFWsfj1UXAXc3AWJLm9xiR2monfi",326,220.816326530612,39026503.755102,62181.387755102,184719309,-2.9916676122449
"38","QmNy2shVhuqkXFTbQ9nKX5XW9bHGcozHXYjCm6wXXybSYg",283,190.612244897959,37564225.0408163,57513.1428571429,151122151,1.86835571428572
"39","QmPHKG6F8KtTnvRkr5N8bEe9BKTLXnQkrDsykkmPC3McQu",266,181.571428571429,36254918.3061225,61484.7959183673,148422157,-3.16713153061225
"40","QmPMpKRKiGfE7pUuKH57T21M2wN6iauPKBRpNZXWtk2PN5",324,211.122448979592,37526898.3061225,63790.2448979592,175750646,-2.21888557142857
"41","QmPUGnB2vfVpA71PChrXU8sGM6HVmfnqxHo6jQ2YzFXhKX",258,167.612244897959,35689660.1632653,65303.5306122449,135147261,-3.28997979591837
"42","QmPxoek8qU58Ej4iB6rKQF77hyLfYC8UxZ6iZURB8FJqsh",256,160.326530612245,39757719.1020408,60112.387755102,118143742,2.36495712244898
"43","QmQ5kNAKnawy2WrRr2UGYCuP6RugWBWdqDbdSt1fNKsDU8",281,196.69387755102,36327898.6122449,60103.5918367347,159640739,0.665136346938774
"44","QmQ9RaofhPcn2Ae6WNrUyg6UcqWVLD6cM9qaC9NTxesaS8",259,172.244897959184,39453483.3061225,59423.6326530612,131421280,1.31071102040816
"45","QmQbnfwFjWiLKd4655WFpMaGyph9JUhoe8c5znEHk6HjZH",274,186.775510204082,39508910.6326531,61881.7346938776,149293073,-2.08835516326531
"46","QmQE1NVe8gXwsLuJuEboRBEGc5WGunw8LcHsJwrLXezjB1",257,172.020408163265,36320350.0408163,66085.5306122449,138210039,-2.57606640816326
"47","QmQhH3xWmwQ1jm7nFd9p9WhqWz451nq8EEPMoU68fXchfp",242,161.714285714286,42323705.6326531,61648.5714285714,118295706,1.03322551020408
"48","QmQJHujsZJtMhRMJi4qk4HCUYknUx3HxRAZUewD3yrXdXg",260,176.285714285714,36195901.6734694,58170.0612244898,143218417,-3.18677444897959
"49","QmRgperzGbsMbTZpE73Sx7sA1gsDvPRyMLgt7HymrgKV4X",266,154.244897959184,37521326.4081633,62849.9591836735,117887904,-1.22718240816327
"50","QmRjf6HvWNeDNyBaoqxZoQfhbjyUJnsYY4Gb35FzZjWShF",242,157.142857142857,37472015.4693878,60038.9591836735,118088453,1.52234971428571
"51","QmRkUjQzqCyssNs5QMpjiP5C1RVar9MCTBeENwn4fe7oqm",296,213.816326530612,37954499.2653061,61067.4693877551,176536617,-0.735857204081633
"52","QmRrUBiXgbpD2GaAYaAdZ4vSj75A9ig887sRcB3bRbWzNa",264,177.224489795918,36818831.755102,60196.4285714286,143064572,-2.7191103877551
"53","QmS1Ez2TPDWoMHqcgPR98M7imi7YsxqPiVnMve55vH8xqw",305,211.30612244898,37230645.3673469,62239.612244898,175242180,-1.22894253061224
"54","QmS47v1hYYiqHbwrZoVvGAcK5pTQ9uPYBXuLabhKBTuNYF",261,167.734693877551,39616185.0612245,69639.5510204082,126090217,1.95865226530612
"55","QmSh4CEGAszqu2q1DjtAyP8L6Pi6xvFxyskUp7bVkneaz5",255,160.510204081633,37145711.4693878,65092.5918367347,126103884,-2.80448397959184
"56","QmSHBFwMoGqjA3ugUsFeS7EEv71Xxj4NHcz59DE7994Ma5",262,174.836734693878,37747860.122449,59736.9183673469,134765424,2.26371365306123
"57","QmShiV8ghmnvLUVU6oU2uGcaMsNLg9YRq8J4sK6TpG2Yrr",274,173.408163265306,37464718.6326531,61818.8979591837,134664199,1.21742673469388
"58","QmSrK4MdoxsXeBkMsKMHvMyLZCJdnw42tNTzHHfJARsmjw",254,167.020408163265,40531854.1836735,59495.5918367347,125896510,0.532548387755103
"59","QmSUtHdz2j1zxYoafVaFj9hcUCRURc9enSNJ2r1159J1fU",269,176.938775510204,37601112.9795918,59753.6530612245,142575482,-3.29757312244898
"60","QmSW41UrPzbunTJGSdU6mYRkdHbdWGoThZaGG5d3bVhWuV",3769,384.775510204082,91153838.1428571,59353.1632653061,133806986,159.755332897959
"61","QmSwgMcibszQGcXVEpiC8MMENkWaR4cuC9bFd28y83yAPh",312,224.469387755102,41327849.5714286,61249.2040816327,185751722,-2.67143302040816
"62","QmSwSqRZiVpogPzLaoqP7jRDCjBagrePHzcEk23qFf5yHZ",248,152.755102040816,37835808.9387755,63294.387755102,117734203,-2.87820428571428
"63","QmTajD7oACghjBCQ1wSdox7yT1ULudBZQYTiHy5Yr5eqT7",235,160.265306122449,36661879.1428571,65357.5918367347,125950729,-2.4126596122449
"64","QmTM2HpA2QGgaJDnFbHdZ6NiKTSBxhRgC511ULo77LQrt7",257,160.938775510204,37395381.9387755,75555.5102040816,126545942,-3.07810393877551
"65","QmTqhoQnbSMPjEATvT9YmrpPH9MHZTWFKKqh98UHMpyemy",261,174.285714285714,36724349.5918367,56541.7346938776,135443492,2.06133095918367
"66","QmTSUxUVtm3AM524GX9uAAJfW2urM47xSvHoPJfe37Ebnr",251,170.959183673469,36587240.122449,64218.9795918367,135427798,-1.12007342857143
"67","QmU715rkjYk34omhGSAViRfG6FhaEY7FNthyScqdwGkzzR",274,185.265306122449,36721026.2857143,60591.5102040816,151693407,-3.20971867346939
"68","QmUBUQaUzgUbSPRAaQrpDyZoSpj3kT4MQ8cF1aQyExz2Ep",242,160.673469387755,35675531.1428571,57947.2653061224,125182822,-0.242831020408164
"69","QmUdALwKwHUqKJCwvqvT1U7X1FKKG2t2VUvQWaDsYR9H8B",256,168.632653061224,37352413.6734694,63419.1632653061,134167038,-2.9502177755102
"70","QmUgaa9UgeM2bZNDtuEY1fvZWtgmHSFmyMp6NF5tg4ND8r",298,211.285714285714,38608563.7346939,74656.8367346939,170833273,1.76922071428571
"71","QmUU119butuHHDhwXDH1zgkhZssU16bnQYeq8b6R5QfXZF",7360,1170.87755102041,72941275.0204082,57636.1428571429,125932692,971.945947857143
"72","QmUvPQQSSwbL5gYTqH81ky7VbkEvzenoW9zF1Coro98FFf",251,159.102040816327,38212279.4897959,60359.1428571429,118081833,2.74756918367347
"73","QmUWywtaE3uEip9rQj1Gp5hdMApXETQbfeJWpezUXrzSir",263,155.877551020408,35841375.1020408,58523.7142857143,117744147,2.23350520408163
"74","QmV1SSiUZJy2YJTzCu6MvzxYUscxnwimxaQnjDcMRkTarb",325,224.387755102041,37766065.6938775,61815.0204081633,185069409,1.4904653877551
"75","QmV8VNENJxGrQfXf8Ggjb5PtcnexGQ52hUzdCQYDRvwcfK",268,173.591836734694,41823677.877551,84655.1020408163,134440326,-2.75682224489796
"76","QmV9rD47MwahmQFXJXWdbLfLNKSAGzEY1nWss1ae1ueBEU",279,194.918367346939,39995364.2244898,60757.2448979592,154579748,0.282497877551019
"77","QmVCDagnscrFzsFa9Q8tKs2cx9cmHS35s5tVTTudQhNYen",282,188.142857142857,39766049.755102,61864.5714285714,148113923,0.201019816326531
"78","QmVqr1X8mUMxY7RDHfREjDQFDwoAdkDT8Y39hC27C7VKmG",260,201.959183673469,36296679.3673469,62803.4489795918,167506907,-1.90720614285714
"79","QmVuHrXPwKu8i8rjwR3b8KvYu5HWHef5oZGeTX3K2tt6SG",249,166.020408163265,39197936.6530612,60870.5918367347,124519491,2.24210991836735
"80","QmVxrwcw1E61ciKQ6Ge6dGzoweHgMJAUiUYLJr6HJDwo3E",9648,1909.20408163265,24424919.7142857,58301.387755102,125704282,1759.01657853061
"81","QmWJXKQrGjrSe9f3e1x6KQ6TJwnRokxpkEWDTafmhAQ4ti",8522,1523.30612244898,65916619.4693878,57332.7959183673,160914569,1296.41760118367
"82","QmWq2JvN3VL7mvKiypTnX14E2XTfQrkJckLvUKpZiSyRDH",247,163.877551020408,39759315.9795918,62614.1020408163,126493103,-2.43748206122449
"83","QmXKeAmL6h5JdakTFmQyDDUCgrEZp34LGhBA1j34bMBwbm",283,209.040816326531,36362453.6938775,58993.4489795918,175925099,-3.30572981632653
"84","QmY6TBq6VGhJRiSLeoqQheph6eu3MJHbJW1Tgu4Do96D58",232,144.183673469388,37293884.4081633,60733.8367346939,109402974,-2.5739187755102
"85","QmYCTnTYifPbxyvhPREent8f63J8M2m3ydVcAeB5DB4MGL",253,172.142857142857,35948883.4081633,61067.1428571429,134524973,1.60793359183673
"86","QmYdAHkwEiEDoeTxN8E8qr8HCMLgwU9mWscFSiuxUEoJzh",314,219.489795918367,37087021.0204082,62050.2448979592,184954151,-2.61342634693878
"87","QmYewq3e1nQCpi4gMBuDFSRWJXnEnUHwfgVtghN6YZopeP",239,161.040816326531,37998906.8571429,61566.0408163265,125938288,-2.95794457142857
"88","QmYHqjGue26Ss5fLZx8xetZJUeXxfRrEofd2dUWudbGJoM",251,166.816326530612,37314798.2857143,60176.4489795918,128974614,0.466737795918368
"89","QmYHs5Xi8tcGAGUCBaJEVTYWQe4Qe7BBX8uDgHpFR43tkj",280,198.897959183673,40047553.9795918,62876.5918367347,160177814,-1.3902853877551
"90","QmYJ9VRt3N7QfbefBxoZoSTUvuAJB1oWURigQtaWRreSGo",10799,2398.91836734694,23477174.7346939,58530.9183673469,150860802,2224.52185969388
"91","QmYSvCnU3BBkJ2KDzqdSKjpkGtMk6BmQRCuoTzgx3RJ1XZ",255,180.081632653061,36835362.6938775,60542.4897959184,143986026,-0.800298530612244
"92","QmYx1eyRNrAehRNiG7TE9uk3FNZ4mekFQLSpHXd6wnndGR",268,170.040816326531,40923698.4897959,58146.2653061224,126389284,2.66968757142857
"93","QmYyiGwuxCSsAnUYr6MzjwQ7tFoXybDALNnYtsgRGVPTop",267,185.081632653061,36639361.0204082,63930.7755102041,151308835,-2.93049414285714
"94","QmZfpia3XtpGXVA256dQaxKkECCsmyMkgLR1HRyz37NRct",284,194.448979591837,40009637.4285714,60658.0204081633,152650014,1.72867014285714
"95","QmZh1UhNveZg31zaPdpeXtYFZ5F4ESkMhN1s8RrgGDiVo4",5091,560.816326530612,59598149.8367347,60679.1020408163,118395689,382.761808591837
"96","QmZobQn8WpRwwnzbzuLQLDbmpNyDhoMRYJAtMAWZ7Sh6gF",250,165.34693877551,37380671.4693878,59195.1836734694,125410705,2.49636712244898
"97","QmZRgq9Jhh4Kr8vzXsg7LqYDWApPBdNo91qknvhXWWXd3T",1669,190.612244897959,35613723.122449,67968.6530612245,118688301,36.242252122449
"98","QmZSkpY6eJCQEfKKgUEtwSkmjaGJYf3rig7hF3C5ayN1Ni",247,154.040816326531,38265873.5918367,61655.7346938776,117439643,-1.726356
"99","QmZy5rTGoVHdNXpQKwe9Pv7DDRwjdZmr9tBQpkh7z7qSdB",284,198.489795918367,39031332.2040816,61509.1224489796,158618556,0.778398591836737
"100","QmZZAZXDhZ7CXX4V2AeoW5RVSNHUqYjjJcgbJUbjR4bC3n",299,206.755102040816,37926790.3877551,62755.4489795918,168574380,0.191176204081629
